Unnamed: 0,id,category_id,name,description,price,stock,created_at,updated_at,rating,rating_count,images
10,9,4,"SAMSUNG 16"" Galaxy Book4 Pro Business Laptop, Wi-Fi PC Computer, Windows 11 PRO, Intel Core 5 Ultra 125H / 16GB / 512GB, 3K AMOLED Touchscreen, 2024 Model, NP964XGK-KG3US, Moonstone Gray",No description provided.,24713800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.9,0,"[""https://m.media-amazon.com/images/I/71ysHVMH4FL._AC_UL320_.jpg""]"
11,10,4,"SAMSUNG 15” Galaxy AI Book4 Edge PC Laptop Computer, Snapdragon X Plus Processor, Live Captions, FHD LED Anti-Glare Display, Long-Lasting Battery, 2024 Version, NP750XQA-KB2US",No description provided.,13341100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.0,0,"[""https://m.media-amazon.com/images/I/61E7wn7WEGL._AC_UL320_.jpg""]"
12,11,4,"SAMSUNG 16” Galaxy Book3 Pro Laptop PC Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 1TB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP960XFG-KC1US, Graphite",No description provided.,25899100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.4,0,"[""https://m.media-amazon.com/images/I/61oTh3Oun5L._AC_UL320_.jpg""]"
13,12,4,"Lenovo ThinkPad E16 Business Laptop, 16"" WUXGA Display, AMD Ryzen 5 7530U (Beat i7-1165G7), 24GB RAM, 1TB PCIe SSD, Webcam, HDMI, RJ-45, Fingerprint Reader, Wi-Fi 6, Windows 11 Pro, Black",No description provided.,10827300,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.4,0,"[""https://m.media-amazon.com/images/I/712KStt+31L._AC_UL320_.jpg""]"
14,13,4,"ASUS Vivobook S 14 OLED Laptop, Intel Core Ultra 9 185H, 16GB, 1TB SSD, Neutral Black, S5406MA-AS96, Intel Evo Edition",No description provided.,14687000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.7,0,"[""https://m.media-amazon.com/images/I/61zhCE0iV1L._AC_UL320_.jpg""]"
15,14,4,"SAMSUNG 14"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 512GB, 13th Gen Intel® Core™ i5 processor, Intel® Evo™ platform, Lightweight, 2023 Model, NP944XFG-KC2US, Graphite",No description provided.,20700300,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.8,0,"[""https://m.media-amazon.com/images/I/61NJFoSS0rL._AC_UL320_.jpg""]"
16,15,4,"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 512GB SSD Long-Lasting Battery, Mystic Silver",No description provided.,12268800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.0,0,"[""https://m.media-amazon.com/images/I/71zy2jB0BIL._AC_UL320_.jpg""]"
17,16,4,"SAMSUNG 16"" Galaxy Book4 Pro Business Laptop, Wi-Fi PC Computer, Windows 11 PRO, Intel Core 7 Ultra 155H / 32GB / 1TB, 3K AMOLED Touchscreen, 2024 Model, NP964XGK-KG1US, Moonstone Gray",No description provided.,29144100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.4,0,"[""https://m.media-amazon.com/images/I/71ysHVMH4FL._AC_UL320_.jpg""]"
18,17,4,"SAMSUNG 14"" Galaxy Book4 Pro Business Laptop, Wi-Fi PC Computer, Windows 11 PRO, Intel Core 7 Ultra 155H / 32GB / 1TB, 3K AMOLED Touchscreen, 2024 Model, NP944XGK-KG4US, Moonstone Gray",No description provided.,26280100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.7,0,"[""https://m.media-amazon.com/images/I/6131ZgIFn1L._AC_UL320_.jpg""]"
19,18,4,"Lenovo ThinkPad T14s Gen 3 WUXGA 14"" IPS Display, AMD Ryzen 5 Pro 6650U, 16GB RAM, 1TB NVMe, Fingerprint, WiFi 6E, Backlit KYB, 3YR, Win 11 Pro, Business Laptop",No description provided.,11856100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.5,0,"[""https://m.media-amazon.com/images/I/71o-q9VQuWL._AC_UL320_.jpg""]"
20,19,4,"SAMSUNG 15.6” Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Silver",No description provided.,21124300,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.2,0,"[""https://m.media-amazon.com/images/I/81wJup1fCoL._AC_UL320_.jpg""]"
21,20,4,"SAMSUNG 14"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 1TB, 13th Gen Intel® Core i7-1360P Processor, Evo Certified, Lightweight, 2023 Model, NP944XFG-KC1US, Graphite",No description provided.,27112000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.9,0,"[""https://m.media-amazon.com/images/I/61NJFoSS0rL._AC_UL320_.jpg""]"
22,24,4,"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, Intel i5-1135G7(Beat i7-1065G7), 32GB RAM, 2TB PCIe SSD, Numeric Keypad, SD Card Reader, HDMI, USB, Black",No description provided.,12440100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.8,0,"[""https://m.media-amazon.com/images/I/719-C1sZD-L._AC_UL320_.jpg""]"
23,25,4,"HP 15 15.6"" Full HD Touchscreen Business Laptop[Windows 11 Pro S], 12th Gen Intel 10-Core i7-1255U (Up to 4.7 GHz), 64GB RAM, 1TB PCIe SSD, Numeric Keypad, USB, HDMI, SD Card Reader, w/Battery",No description provided.,15590100,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.5,0,"[""https://m.media-amazon.com/images/I/61B3gjHoocL._AC_UL320_.jpg""]"
24,26,4,"SAMSUNG 14"" Galaxy Book2 Business Laptop Computer, i7-1260P / 32GB /512GB, Windows 11 PRO, 12th Gen Intel vPro 28W Processor w/ Enhanced Security, NP641BED-KA3US, Graphite",No description provided.,23087600,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.8,0,"[""https://m.media-amazon.com/images/I/71tsBQjbzVL._AC_UL320_.jpg""]"
25,27,4,"SAMSUNG Galaxy Book Odyssey Laptop Computer, 15.6”, 32GB, 1TB, Intel Core i7 Processor, Customized Gaming, Full HD Screen, Pro Keyboard, Surround Sound, US Version, Mystic Black",No description provided.,25597800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.7,0,"[""https://m.media-amazon.com/images/I/81Gm69I-LyL._AC_UL320_.jpg""]"
26,28,4,"Toughbook FZ-55 Panasonic 55 Intel Core i5-8365U, 1.6GHz/4.1GHz, 14.0 FHD Touchscreen, 8GB, 512GB SSD, HDMI, Bluetooth, USB-A x 2, USB-C x 1, LAN, Webcam, Backlit Keyboard, Windows 10 Pro",No description provided.,40643400,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.7,0,"[""https://m.media-amazon.com/images/I/71TB2e1F4sL._AC_UL320_.jpg""]"
27,29,4,"Lenovo ThinkPad E14 Gen 2-are 20T60073US 14"" Rugged Notebook - Full HD - 1920 x 1080 - AMD Ryzen 3 4300U Quad-core (4 Core) 2.70 GHz - 4 GB RAM - 256 GB SSD - Black - AMD Chip - Windows 10 Pro -",No description provided.,10751200,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.4,0,"[""https://m.media-amazon.com/images/I/61mjW4eneWL._AC_UL320_.jpg""]"
28,30,4,"HP ProBook 450 G10 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 512 GB SSD - Pike Silver Plastic",No description provided.,17989800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.9,0,"[""https://m.media-amazon.com/images/I/61FvG1So3JL._AC_UL320_.jpg""]"
29,31,4,"MSI Stealth 15 15.6"" FHD 144Hz Gaming Laptop: Intel Core i5-13420H, RTX 4060, 16GB DDR5, 512GB NVMe SSD, USB-Type C, Cooler Boost Trinity+, Win11 Home: Core Black A13VF-038US",No description provided.,21043500,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.7,0,"[""https://m.media-amazon.com/images/I/71EciZeClTL._AC_UL320_.jpg""]"
30,32,4,Lenovo ThinkPad E16 Gen 1 21JN0073US 16 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 13th Gen i7-1355U Deca-core [10 Core] 1.70 GHz - 16 GB Total RAM - 8 GB On-board Memory - 512 GB SSD - Graphite,No description provided.,17144400,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.6,0,"[""https://m.media-amazon.com/images/I/61fit0iz1ML._AC_UL320_.jpg""]"
31,33,4,"HP 2022 14"" HD Display Laptop, AMD Ryzen 3-3250U, 32GB RAM, 1TB PCIe SSD, AMD Radeon Graphics, True Vision HD Camera, Bluetooth, Windows 11 S, Silver, 32GB Snow Bell USB Card",No description provided.,0,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.1,0,"[""https://m.media-amazon.com/images/I/71BLHsx-wkL._AC_UL320_.jpg""]"
32,34,4,"Lenovo ThinkPad P16s Gen 2 21HK003PUS 16"" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 13th Gen i7-1360P Dodeca-core (12 Core) 2.20 GHz - 32 GB Total RAM - 32 GB On-Board Memory - 1 TB",No description provided.,34928900,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.4,0,"[""https://m.media-amazon.com/images/I/61IATj4J5aL._AC_UL320_.jpg""]"
33,35,4,"Lenovo ThinkPad P1 Gen 6 21FV001BUS 16"" Mobile Workstation - WQXGA - 2560 x 1600 - Intel Core i7 13th Gen i7-13700H Tetradeca-core (14 Core) 2.40 GHz - 32 GB Total RAM - 1 TB SSD - Black Paint",No description provided.,46994500,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.6,0,"[""https://m.media-amazon.com/images/I/61pspt-QGNL._AC_UL320_.jpg""]"
34,36,4,Asus F80Q-X2AM 14.1-Inch Laptop,No description provided.,12558000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.9,0,"[""https://m.media-amazon.com/images/I/81bD+Cq2BSL._AC_UL320_.jpg""]"
35,37,4,"Lenovo ThinkPad L15 Gen 4 21H3001HUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Thunder Black",No description provided.,24965700,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.6,0,"[""https://m.media-amazon.com/images/I/61dSkNTOQHL._AC_UL320_.jpg""]"
36,41,4,"Alecewey P2 PRO Triple Portable Monitor for Laptop Screen, 13.3"" FHD 1080p IPS Display, Type-C/PD/TF Support, M1/M2 MacBook, for 13.3""-16.5"" Notebook Computers, Windows Phone",No description provided.,9941900,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.6,0,"[""https://m.media-amazon.com/images/I/61xeToUwbEL._AC_UL320_.jpg""]"
37,42,4,"New for MacBook Pro Retina 16"" M1 Pro/Max A2485 LCD Screen Display Full Assembly Late 2021 Year EMC 3651 Silver Color",No description provided.,10771800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.5,0,"[""https://m.media-amazon.com/images/I/61Im0T-APnL._AC_UL320_.jpg""]"
38,43,4,(Silver) Seven Puppy Replacement for MacBook Pro 14.2 inches M1 M2 M3 2021 2023 Year A2442 A2779 A2918 EMC 3560 EMC 8102 EMC 8304 3024×1964 Full LCD Screen Display Complete Assembly,No description provided.,8668300,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.3,0,"[""https://m.media-amazon.com/images/I/618ujLRRRPL._AC_UL320_.jpg""]"
39,44,4,"WARWOLFTEAM Replacement Screen for MacBook Pro Retina A2141 2019 16"" LCD Full Screen Display Assembly 661-14200 (Silver)",No description provided.,9185800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.2,0,"[""https://m.media-amazon.com/images/I/71-LADdWcrL._AC_UL320_.jpg""]"
40,45,4,WARWOLFTEAM Laptop Screen for MacBook Pro A2485 M1 2021 LCD Screen Assembly 16inch 3456X2234 MK1E3LL/A MK1H3LL/A EMC 3651 661-21968 661-21969 (Silver),No description provided.,10802200,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.7,0,"[""https://m.media-amazon.com/images/I/71v5lmGp70L._AC_UL320_.jpg""]"
41,46,4,"16"" Screen Replacement for MacBook Pro M3 2023 A2991 EMC 8408 LCD Display Assembly 661-38683 (Black)",No description provided.,11254800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.0,0,"[""https://m.media-amazon.com/images/I/71PhtCdCO7L._AC_UL320_.jpg""]"
42,47,4,"GBOLE A2485 Screen Replacement for MacBook Pro 16"" M1 2021 A2485 A2780 EMC 3651 661-21968 661-21969 LCD Display Assembly (Space Gray)",No description provided.,11166300,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.2,0,"[""https://m.media-amazon.com/images/I/51IxcK5wT7S._AC_UL320_.jpg""]"
43,48,4,WARWOLFTEAM Replacement Laptop Screen for MacBook Pro A2485 M1 2021 EMC 3651 LCD Screen Assembly 16inch 3456X2234 MK1H3LL/A 661-21968 661-21969 (Space Gray),No description provided.,10802200,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.7,0,"[""https://m.media-amazon.com/images/I/716JHuhr8RL._AC_UL320_.jpg""]"
44,49,4,"Daplinno Screen Replacement for MacBook Pro 16"" M1 2021 A2485 EMC 3651 MK1E3LL/A MK1H3LL/A LCD Display Assembly 661-21968 661-21969 (Space Gray)",No description provided.,11086800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,5.0,0,"[""https://m.media-amazon.com/images/I/61a2rApudaL._AC_UL320_.jpg""]"
45,50,4,"Daplinno Screen Replacement for MacBook Pro 16"" M1 2021 A2485 EMC 3651 MK1E3LL/A MK1H3LL/A LCD Display Assembly 661-21968 661-21969 (Silver)",No description provided.,11118800,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.5,0,"[""https://m.media-amazon.com/images/I/61GMer4wkfL._AC_UL320_.jpg""]"
46,38,4,"Lenovo ThinkPad P16 Gen 2 21FA002TUS 16"" Mobile Workstation - WQXGA - 2560 x 1600 - Intel Core i7 13th Gen i7-13700HX Hexadeca-core (16 Core) - 32 GB Total RAM - 1 TB SSD - Villi Black, Storm Gray",No description provided.,20000000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.6,0,"[""https://m.media-amazon.com/images/I/719T5-Fr5lL._AC_UL320_.jpg""]"
47,39,4,"Lenovo ThinkPad P1 Gen 6 21FV001GUS 16"" Touchscreen Mobile Workstation - WQUXGA - 3840 x 2400 - Intel Core i7 13th Gen i7-13700H Tetradeca-core (14 Core) 2.40 GHz - 32 GB Total RAM - 1 TB SSD - Black",No description provided.,20000000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,3.5,0,"[""https://m.media-amazon.com/images/I/617NIXHcDVL._AC_UL320_.jpg""]"
48,40,4,"Lenovo ThinkPad P16 Gen 2 21FA002NUS 16"" Mobile Workstation - WQXGA - 2560 x 1600 - Intel Core i9 13th Gen i9-13950HX Tetracosa-core (24 Core) - 32 GB Total RAM - 1 TB SSD - Villi Black, Storm Gray",No description provided.,20000000,ready,2025-01-10 15:08:51.111,2025-01-10 15:08:51.112,4.9,0,"[""https://m.media-amazon.com/images/I/61fGHI1OUAL._AC_UL320_.jpg""]"
